id,b_D3d,b_D6d,b_D1m,b_NonD,GO
fam160a2,NonDE,NonDE,NonDE,NonDE,.
fam160b1,NonDE,NonDE,NonDE,NonDE,.
fam160b2,UP,UP,UP,NonDE,.
fam161a,NonDE,NonDE,NonDE,NonDE,.
fam161b(1of2),NonDE,NonDE,NonDE,NonDE,.
fam161b(2of2),UP,UP,UP,NonDE,.
fam162a,NonDE,NonDE,NonDE,NonDE,.
fam163b(2of2),UP,UP,NonDE,NonDE,.
fam167a(2of3),UP,UP,UP,UP,.
fam167a(3of3),NonDE,NonDE,DN,NonDE,.
fam168a,NonDE,DN,NonDE,NonDE,.
fam168b,NonDE,NonDE,NonDE,NonDE,.
fam171a1,UP,UP,UP,NonDE,.
fam171a2,DN,DN,DN,NonDE,.
fam171b(1of2),UP,UP,UP,UP,.
fam172a,NonDE,NonDE,NonDE,NonDE,.
fam173a(1of2),NonDE,NonDE,NonDE,NonDE,.
fam173a(2of2),UP,UP,UP,NonDE,.
fam173b,NonDE,NonDE,NonDE,NonDE,.
fam174b,NonDE,NonDE,NonDE,NonDE,.
fam175a,NonDE,NonDE,NonDE,NonDE,.
fam175b,NonDE,NonDE,NonDE,NonDE,.
fam177a1(1of3),DN,DN,DN,NonDE,.
fam177a1(2of3),UP,UP,UP,NonDE,.
fam177a1(3of3),NonDE,NonDE,NonDE,NonDE,.
fam179b,NonDE,NonDE,NonDE,NonDE,.
fam181a,NonDE,NonDE,DN,NonDE,.
fam181b,NonDE,NonDE,DN,NonDE,.
fam184a(1of2),UP,UP,UP,NonDE,.
fam185a,UP,UP,UP,NonDE,.
fam187a,DN,NonDE,NonDE,NonDE,.
fam188a,DN,DN,DN,NonDE,.
fam188b(2of2),NonDE,NonDE,UP,NonDE,.
fam192a,NonDE,NonDE,NonDE,NonDE,.
fam193a,DN,NonDE,NonDE,NonDE,.
fam193b,NonDE,NonDE,NonDE,NonDE,.
fam195a(1of2),UP,UP,UP,NonDE,.
fam195a(2of2),NonDE,NonDE,NonDE,NonDE,.
fam195b,NonDE,NonDE,NonDE,NonDE,.
fam196a(1of3),NonDE,NonDE,NonDE,NonDE,.
fam196a(2of3),NonDE,DN,NonDE,NonDE,.
fam198a,UP,NonDE,NonDE,NonDE,.
fam199x,NonDE,UP,NonDE,NonDE,.
fam204a,NonDE,NonDE,NonDE,NonDE,.
fam206a,NonDE,NonDE,NonDE,NonDE,.
fam207a,NonDE,NonDE,NonDE,NonDE,.
fam208a(1of2),DN,DN,NonDE,NonDE,.
fam208a(2of2),NonDE,NonDE,NonDE,NonDE,.
fam208b,UP,UP,UP,NonDE,.
fam20a,UP,NonDE,NonDE,NonDE,.
fam20b,NonDE,NonDE,NonDE,NonDE,.
fam20c(1of6),NonDE,NonDE,NonDE,NonDE,.
fam20c(2of6),NonDE,NonDE,NonDE,NonDE,.
fam20c(6of6),NonDE,DN,DN,NonDE,.
fam210a,NonDE,NonDE,NonDE,NonDE,.
fam210b,NonDE,NonDE,NonDE,NonDE,.
fam212a(1of2),NonDE,NonDE,NonDE,NonDE,.
fam212a(2of2),NonDE,NonDE,NonDE,DN,.
fam212b,NonDE,NonDE,NonDE,NonDE,.
fam213a(1of2),NonDE,NonDE,NonDE,NonDE,.
fam213a(2of2),NonDE,NonDE,NonDE,NonDE,.
fam213b,NonDE,UP,NonDE,NonDE,.
fam214a,NonDE,NonDE,NonDE,NonDE,.
fam214b,NonDE,NonDE,NonDE,NonDE,.
fam217b(1of2),UP,UP,UP,NonDE,.
fam217b(2of2),NonDE,NonDE,NonDE,NonDE,.
fam219a(1of2),UP,UP,UP,NonDE,.
fam219a(2of2),NonDE,NonDE,NonDE,NonDE,.
fam219b,NonDE,NonDE,NonDE,NonDE,.
fam21c,NonDE,NonDE,NonDE,NonDE,.
fam221a,UP,UP,NonDE,NonDE,.
fam222a(1of2),NonDE,DN,DN,NonDE,.
fam222a(2of2),NonDE,NonDE,DN,NonDE,.
fam222b(1of2),NonDE,NonDE,NonDE,NonDE,.
fam222b(2of2),DN,DN,NonDE,NonDE,.
fam234a,NonDE,NonDE,NonDE,NonDE,.
fam234b,DN,DN,DN,NonDE,.
fam26f,NonDE,NonDE,NonDE,NonDE,.
fam32a,NonDE,NonDE,NonDE,NonDE,.
fam35a,NonDE,NonDE,NonDE,NonDE,.
fam3a,NonDE,NonDE,NonDE,NonDE,.
fam3c(1of2),NonDE,NonDE,NonDE,NonDE,.
fam3c(2of2),UP,UP,UP,NonDE,.
fam3d,NonDE,UP,UP,NonDE,.
fam43a,UP,UP,UP,NonDE,.
fam43b,NonDE,NonDE,NonDE,NonDE,.
fam45a,DN,DN,NonDE,NonDE,.
fam46a(1of4),NonDE,NonDE,DN,NonDE,.
fam46a(2of4),NonDE,NonDE,NonDE,NonDE,.
fam46a(4of4),NonDE,NonDE,NonDE,NonDE,.
fam46c(1of2),NonDE,NonDE,UP,NonDE,.
fam49a,NonDE,NonDE,NonDE,NonDE,.
fam49b(1of3),UP,NonDE,DN,NonDE,.
fam49b(2of3),DN,DN,DN,NonDE,.
fam49b(3of3),DN,DN,DN,NonDE,.
fam50a,NonDE,NonDE,NonDE,NonDE,.
fam53b(1of2),NonDE,NonDE,NonDE,NonDE,.
fam53b(2of2),NonDE,NonDE,NonDE,NonDE,.
fam53c,DN,DN,DN,NonDE,.
fam57b(1of3),NonDE,NonDE,NonDE,NonDE,.
fam57b(2of3),NonDE,NonDE,NonDE,NonDE,.
fam57b(3of3),DN,DN,NonDE,NonDE,.
fam58b,NonDE,NonDE,NonDE,NonDE,.
fam60a(1of2),UP,UP,UP,DN,.
fam60a(2of2),NonDE,NonDE,NonDE,NonDE,.
fam63a,UP,UP,UP,NonDE,.
fam63b,NonDE,NonDE,NonDE,NonDE,.
fam64a,DN,DN,DN,NonDE,.
fam65a(1of3),NonDE,NonDE,NonDE,NonDE,.
fam65a(2of3),NonDE,NonDE,NonDE,NonDE,.
fam65a(3of3),UP,UP,NonDE,UP,.
fam65b,NonDE,NonDE,NonDE,NonDE,.
fam65c,UP,NonDE,NonDE,NonDE,.
fam69a(1of2),NonDE,NonDE,UP,NonDE,.
fam69b,NonDE,UP,UP,NonDE,.
fam69c,DN,DN,DN,NonDE,.
fam72a,NonDE,NonDE,NonDE,NonDE,.
fam73a,DN,DN,DN,NonDE,.
fam73b,NonDE,NonDE,NonDE,NonDE,.
fam76b,NonDE,NonDE,NonDE,NonDE,.
fam78a,NonDE,NonDE,NonDE,NonDE,.
fam83b(1of2),UP,UP,UP,NonDE,.
fam83b(2of2),NonDE,NonDE,NonDE,NonDE,.
fam83c(1of2),NonDE,NonDE,NonDE,NonDE,.
fam83c(2of2),NonDE,NonDE,NonDE,NonDE,.
fam83d,DN,DN,DN,NonDE,.
fam83e,UP,NonDE,NonDE,UP,.
fam83f(1of2),UP,NonDE,NonDE,NonDE,.
fam83f(2of2),DN,NonDE,NonDE,NonDE,.
fam83g(1of2),NonDE,NonDE,NonDE,NonDE,.
fam83h(1of2),NonDE,NonDE,NonDE,NonDE,.
fam83h(2of2),NonDE,NonDE,NonDE,NonDE,.
fam84a,NonDE,NonDE,NonDE,NonDE,.
fam84b(1of2),NonDE,UP,NonDE,NonDE,.
fam84b(2of2),NonDE,NonDE,NonDE,NonDE,.
fam89a,NonDE,NonDE,NonDE,NonDE,.
fam8a1(2of2),NonDE,NonDE,NonDE,NonDE,.
fam91a1,NonDE,DN,NonDE,NonDE,.
fam92a1,DN,NonDE,NonDE,NonDE,.
fam92b,UP,UP,UP,NonDE,.
fam96a,DN,DN,DN,NonDE,.
fam96b,NonDE,NonDE,NonDE,NonDE,.
fam98a,DN,DN,NonDE,NonDE,.
fam98b,DN,DN,DN,NonDE,.
fam98c,NonDE,NonDE,NonDE,NonDE,.
fan1,NonDE,NonDE,NonDE,NonDE,.
fanca,DN,DN,DN,NonDE,.
fancb,DN,DN,DN,NonDE,.
fancc,NonDE,DN,NonDE,NonDE,.
fancd2(2of2),DN,DN,DN,NonDE,.
fance,DN,DN,NonDE,NonDE,.
fancf,DN,DN,NonDE,NonDE,.
fancg,DN,NonDE,NonDE,NonDE,.
fanci,DN,DN,DN,NonDE,.
fancl,DN,DN,NonDE,NonDE,.
fancm,NonDE,DN,NonDE,NonDE,.
fap,NonDE,NonDE,NonDE,UP,.
far1(1of2),NonDE,NonDE,NonDE,NonDE,.
far1(2of2),NonDE,NonDE,NonDE,NonDE,.
farp1(1of2),NonDE,NonDE,NonDE,NonDE,.
farp1(2of2),UP,UP,UP,NonDE,.
farp2,NonDE,NonDE,NonDE,NonDE,.
fars2,UP,UP,UP,NonDE,.
farsa,NonDE,NonDE,NonDE,NonDE,.
farsb,DN,DN,DN,NonDE,.
fas,UP,UP,UP,NonDE,.
fasn(1of3),NonDE,NonDE,DN,DN,.
fasn(2of3),DN,DN,DN,NonDE,.
fastk,DN,DN,NonDE,NonDE,.
fastkd1,NonDE,NonDE,NonDE,NonDE,.
fastkd2,NonDE,NonDE,NonDE,NonDE,.
fastkd3,NonDE,NonDE,NonDE,NonDE,.
fastkd5,NonDE,NonDE,NonDE,NonDE,.
fat1(1of4),NonDE,NonDE,DN,NonDE,.
fat1(3of4),DN,DN,DN,NonDE,.
fat2(1of2),DN,DN,DN,NonDE,.
fat2(2of2),NonDE,DN,DN,NonDE,.
fat3(2of2),NonDE,DN,NonDE,NonDE,.
fat4(2of5),DN,DN,DN,NonDE,.
fau,UP,UP,UP,NonDE,.
faxc(1of2),NonDE,NonDE,NonDE,NonDE,.
faxc(2of2),UP,UP,UP,NonDE,.
fbf1,NonDE,NonDE,NonDE,NonDE,.
fbl,NonDE,NonDE,NonDE,NonDE,.
fblim1,NonDE,NonDE,NonDE,NonDE,.
fbln1(1of2),NonDE,NonDE,NonDE,NonDE,.
fbln1(2of2),DN,DN,DN,DN,.
fbln2,NonDE,DN,DN,NonDE,.
fbln5,UP,UP,UP,NonDE,.
fbn1(2of2),NonDE,NonDE,NonDE,NonDE,.
fbn2(2of3),DN,DN,DN,NonDE,.
fbn2(3of3),NonDE,DN,DN,NonDE,.
fbp1(1of2),UP,UP,UP,UP,.
fbp1(2of2),NonDE,NonDE,DN,NonDE,.
fbrs,NonDE,NonDE,NonDE,NonDE,.
fbxl12(2of2),NonDE,NonDE,NonDE,NonDE,.
fbxl13,UP,UP,UP,NonDE,.
fbxl14(1of2),DN,NonDE,NonDE,NonDE,.
fbxl14(2of2),NonDE,NonDE,DN,NonDE,.
fbxl15,DN,DN,DN,NonDE,.
fbxl16,NonDE,NonDE,UP,NonDE,.
fbxl17,NonDE,UP,UP,NonDE,.
fbxl18,NonDE,NonDE,NonDE,NonDE,.
fbxl19,NonDE,NonDE,NonDE,NonDE,.
fbxl2,UP,UP,NonDE,DN,.
fbxl20,NonDE,DN,DN,NonDE,.
fbxl22,UP,UP,NonDE,NonDE,.
fbxl3(2of3),NonDE,NonDE,UP,NonDE,.
fbxl3(3of3),UP,UP,UP,NonDE,.
fbxl4,NonDE,NonDE,NonDE,NonDE,.
fbxl5,UP,UP,UP,NonDE,.
fbxl6,NonDE,NonDE,NonDE,NonDE,.
fbxl7,UP,UP,NonDE,NonDE,.
fbxo10,NonDE,NonDE,NonDE,NonDE,.
fbxo11(1of2),NonDE,NonDE,NonDE,NonDE,.
fbxo11(2of2),NonDE,NonDE,NonDE,NonDE,.
fbxo18,NonDE,DN,NonDE,NonDE,.
fbxo21,UP,UP,UP,NonDE,.
fbxo22,NonDE,NonDE,NonDE,NonDE,.
fbxo25,UP,UP,NonDE,NonDE,.
fbxo28(1of2),NonDE,NonDE,NonDE,NonDE,.
fbxo3,NonDE,NonDE,NonDE,NonDE,.
fbxo30(1of3),NonDE,NonDE,NonDE,NonDE,.
fbxo30(2of3),NonDE,NonDE,NonDE,NonDE,.
fbxo30(3of3),NonDE,DN,DN,NonDE,.
fbxo31,NonDE,NonDE,NonDE,NonDE,.
fbxo32,UP,UP,UP,DN,.
fbxo33,NonDE,NonDE,NonDE,NonDE,.
fbxo34,UP,UP,UP,NonDE,.
fbxo38,NonDE,NonDE,NonDE,NonDE,.
fbxo4(1of2),DN,NonDE,NonDE,NonDE,.
fbxo4(2of2),NonDE,NonDE,NonDE,NonDE,.
fbxo40(1of3),UP,UP,UP,NonDE,.
fbxo42,NonDE,NonDE,NonDE,NonDE,.
fbxo43,DN,NonDE,DN,NonDE,.
fbxo45,DN,DN,DN,NonDE,.
fbxo46,NonDE,NonDE,NonDE,NonDE,.
fbxo48,UP,UP,UP,NonDE,.
fbxo5,DN,DN,DN,NonDE,.
fbxo6(1of3),NonDE,NonDE,NonDE,NonDE,.
fbxo6(2of3),NonDE,NonDE,NonDE,NonDE,.
fbxo6(3of3),NonDE,NonDE,NonDE,NonDE,.
fbxo7,NonDE,NonDE,NonDE,NonDE,.
fbxo8,NonDE,NonDE,NonDE,NonDE,.
fbxo9,NonDE,NonDE,NonDE,NonDE,.
fbxw11,NonDE,NonDE,NonDE,NonDE,.
fbxw17,NonDE,NonDE,NonDE,NonDE,.
fbxw2,NonDE,NonDE,NonDE,NonDE,.
fbxw4,NonDE,NonDE,NonDE,NonDE,.
fbxw5,NonDE,NonDE,NonDE,NonDE,.
fbxw7(1of3),NonDE,NonDE,NonDE,NonDE,.
fbxw7(2of3),NonDE,NonDE,NonDE,NonDE,.
fbxw7(3of3),NonDE,NonDE,NonDE,NonDE,.
fbxw8(1of2),NonDE,NonDE,NonDE,NonDE,.
fbxw8(2of2),DN,NonDE,NonDE,NonDE,.
fbxw9,NonDE,NonDE,NonDE,NonDE,.
fcer1g,NonDE,NonDE,NonDE,NonDE,.
fcf1,NonDE,NonDE,NonDE,NonDE,.
fcgbp(1of3),UP,NonDE,DN,UP,.
fcho1,NonDE,NonDE,NonDE,NonDE,.
fcho2(1of2),NonDE,NonDE,NonDE,NonDE,.
fchsd2(1of2),UP,UP,NonDE,NonDE,.
fchsd2(2of2),UP,UP,UP,NonDE,.
fcrl5(1of5),NonDE,NonDE,NonDE,NonDE,.
fcrl5(4of5),UP,UP,UP,NonDE,.
fdft1,NonDE,NonDE,NonDE,NonDE,.
fdps,NonDE,NonDE,NonDE,NonDE,.
fdx1,NonDE,NonDE,NonDE,NonDE,.
fdx1l,DN,NonDE,NonDE,NonDE,.
fdxacb1,UP,UP,UP,NonDE,.
fdxr,NonDE,NonDE,NonDE,NonDE,.
fech,NonDE,UP,NonDE,NonDE,.
fem1b,NonDE,NonDE,NonDE,NonDE,.
fem1c(1of2),NonDE,NonDE,NonDE,NonDE,.
fem1c(2of2),NonDE,NonDE,NonDE,NonDE,.
fen1(1of2),DN,DN,DN,NonDE,.
fen1(2of2),NonDE,NonDE,NonDE,NonDE,.
fer,DN,DN,NonDE,NonDE,.
fer1l4,NonDE,NonDE,DN,NonDE,.
fer1l6,NonDE,NonDE,DN,NonDE,.
ferd3l,NonDE,NonDE,NonDE,NonDE,.
fermt1,NonDE,NonDE,NonDE,NonDE,.
fermt2,NonDE,NonDE,NonDE,NonDE,.
fermt3,NonDE,NonDE,NonDE,NonDE,.
fetub(1of3),NonDE,NonDE,NonDE,NonDE,.
fez1,NonDE,NonDE,NonDE,UP,.
fez2(1of2),DN,DN,DN,NonDE,.
fez2(2of2),NonDE,NonDE,NonDE,NonDE,.
fezf2,NonDE,NonDE,NonDE,NonDE,.
fgb,NonDE,NonDE,DN,NonDE,.
fgd3,NonDE,NonDE,NonDE,NonDE,.
fgd4(1of2),NonDE,NonDE,NonDE,NonDE,.
fgd5(2of2),NonDE,NonDE,NonDE,NonDE,.
fgd6(1of2),NonDE,NonDE,NonDE,NonDE,.
fgd6(2of2),NonDE,NonDE,NonDE,NonDE,.
fgf1(1of2),NonDE,DN,DN,NonDE,.
fgf1(2of2),NonDE,NonDE,DN,DN,.
fgf10(1of2),NonDE,NonDE,DN,NonDE,.
fgf10(2of2),NonDE,NonDE,DN,NonDE,.
fgf12(2of2),NonDE,NonDE,NonDE,NonDE,.
fgf13(1of2),UP,UP,NonDE,NonDE,.
fgf13(2of2),DN,NonDE,NonDE,DN,.
fgf14(1of3),NonDE,NonDE,DN,NonDE,.
fgf16,NonDE,NonDE,NonDE,NonDE,.
fgf17,DN,DN,DN,DN,.
fgf18(1of2),NonDE,NonDE,DN,NonDE,.
fgf18(2of2),NonDE,NonDE,DN,NonDE,.
fgf2,NonDE,NonDE,NonDE,NonDE,.
fgf20(1of2),NonDE,NonDE,NonDE,NonDE,.
fgf20(2of2),NonDE,DN,DN,DN,.
fgf3,NonDE,NonDE,NonDE,NonDE,.
fgf6(1of4),NonDE,NonDE,NonDE,NonDE,.
fgf6(2of4),NonDE,NonDE,NonDE,NonDE,.
fgf6(4of4),NonDE,UP,NonDE,NonDE,.
fgf7,UP,NonDE,NonDE,NonDE,.
fgf8(1of2),UP,UP,NonDE,NonDE,.
fgf8(2of2),DN,DN,DN,DN,.
fgfbp1(1of3),UP,UP,UP,DN,.
fgfbp1(3of3),UP,NonDE,NonDE,NonDE,.
fgfbp2,UP,UP,NonDE,NonDE,.
fgfbp3,DN,DN,DN,NonDE,.
fgfr1(1of2),NonDE,NonDE,NonDE,NonDE,.
fgfr1(2of2),NonDE,NonDE,NonDE,NonDE,.
fgfr1op,NonDE,NonDE,NonDE,NonDE,.
fgfr1op2,NonDE,NonDE,NonDE,NonDE,.
fgfr2(1of2),NonDE,NonDE,NonDE,NonDE,.
fgfr2(2of2),NonDE,NonDE,DN,NonDE,.
fgfr3,NonDE,NonDE,NonDE,NonDE,.
fgfrl1(1of2),NonDE,NonDE,NonDE,NonDE,.
fgfrl1(2of2),NonDE,NonDE,NonDE,DN,.
fgg,NonDE,NonDE,NonDE,NonDE,.
fggy,DN,DN,DN,NonDE,.
fgl1(1of3),NonDE,NonDE,NonDE,UP,.
fgl1(2of3),UP,NonDE,DN,UP,.
fgl1(3of3),UP,UP,UP,NonDE,.
fgl2(1of3),NonDE,NonDE,NonDE,NonDE,.
fgl2(2of3),NonDE,NonDE,DN,NonDE,.
fh,DN,DN,DN,NonDE,.
fhdc1(2of5),NonDE,NonDE,NonDE,NonDE,.
fhdc1(3of5),NonDE,NonDE,NonDE,NonDE,.
fhdc1(4of5),NonDE,NonDE,NonDE,NonDE,.
fhl1,UP,UP,UP,NonDE,.
fhl2(1of3),UP,UP,NonDE,NonDE,.
fhl2(3of3),NonDE,NonDE,NonDE,NonDE,.
fhl3,NonDE,NonDE,NonDE,NonDE,.
fhl4,NonDE,NonDE,NonDE,NonDE,.
fhod1,NonDE,DN,DN,NonDE,.
fhod3(3of5),UP,UP,NonDE,NonDE,.
fhod3(4of5),NonDE,NonDE,NonDE,NonDE,.
fhod3(5of5),NonDE,NonDE,NonDE,NonDE,.
fibin(1of2),NonDE,NonDE,DN,NonDE,.
fibin(2of2),UP,UP,NonDE,NonDE,.
fibp,NonDE,NonDE,NonDE,NonDE,.
ficd,DN,NonDE,NonDE,NonDE,.
fig4,DN,NonDE,NonDE,NonDE,.
figf,DN,DN,NonDE,NonDE,.
fign(1of3),NonDE,NonDE,NonDE,NonDE,.
fign(2of3),NonDE,NonDE,NonDE,NonDE,.
fign(3of3),NonDE,NonDE,NonDE,NonDE,.
fignl1,DN,DN,DN,NonDE,.
filip1(1of3),NonDE,NonDE,NonDE,NonDE,.
filip1(2of3),NonDE,NonDE,NonDE,NonDE,.
filip1(3of3),UP,UP,UP,NonDE,.
filip1l(1of2),NonDE,NonDE,DN,NonDE,.
filip1l(2of2),NonDE,NonDE,NonDE,NonDE,.
fip1l1(1of2),NonDE,NonDE,NonDE,NonDE,.
fis1,NonDE,UP,NonDE,NonDE,.
fitm1(2of2),UP,UP,UP,NonDE,.
fitm2,NonDE,NonDE,NonDE,NonDE,.
fjx1,UP,NonDE,NonDE,NonDE,.
fkbp10(1of2),NonDE,NonDE,NonDE,NonDE,.
fkbp10(2of2),NonDE,NonDE,NonDE,NonDE,.
fkbp14(1of2),DN,DN,DN,NonDE,.
fkbp14(2of2),NonDE,NonDE,NonDE,NonDE,.
fkbp15,NonDE,NonDE,DN,NonDE,.
fkbp1b(1of4),NonDE,NonDE,NonDE,NonDE,.
fkbp1b(2of4),NonDE,NonDE,NonDE,NonDE,.
fkbp1b(3of4),DN,DN,DN,NonDE,.
fkbp1b(4of4),NonDE,NonDE,NonDE,NonDE,.
fkbp2,DN,DN,DN,NonDE,.
fkbp3,NonDE,NonDE,NonDE,NonDE,.
fkbp4,NonDE,NonDE,NonDE,NonDE,.
fkbp7,NonDE,DN,NonDE,NonDE,.
fkbp8(2of2),NonDE,UP,UP,NonDE,.
fkbp9(1of2),NonDE,NonDE,NonDE,NonDE,.
fkbp9(2of2),DN,DN,DN,NonDE,.
fkbpl,NonDE,NonDE,NonDE,NonDE,.
fkrp,DN,DN,DN,NonDE,.
fktn,DN,DN,DN,NonDE,.
flad1,DN,DN,DN,NonDE,.
flcn,UP,UP,UP,NonDE,.
fli1(1of2),NonDE,NonDE,NonDE,NonDE,.
fli1(2of2),NonDE,NonDE,NonDE,NonDE,.
flii,NonDE,NonDE,NonDE,NonDE,.
flna,UP,NonDE,NonDE,NonDE,.
flnb,NonDE,NonDE,NonDE,NonDE,.
flnc(1of2),NonDE,NonDE,NonDE,NonDE,.
flnc(2of2),NonDE,NonDE,NonDE,NonDE,.
flot1(1of2),UP,UP,UP,NonDE,.
flot1(2of2),NonDE,NonDE,NonDE,NonDE,.
flot2,NonDE,NonDE,NonDE,NonDE,.
flrt1(2of2),NonDE,NonDE,NonDE,NonDE,.
flrt2,NonDE,NonDE,NonDE,NonDE,.
flrt3,NonDE,DN,DN,NonDE,.
flt1(1of2),NonDE,NonDE,DN,NonDE,.
flt1(2of2),NonDE,NonDE,NonDE,NonDE,.
flt4,NonDE,DN,DN,DN,.
flvcr1,NonDE,NonDE,NonDE,NonDE,.
flvcr2(1of2),DN,DN,DN,NonDE,.
fmn1(2of2),NonDE,NonDE,NonDE,NonDE,.
fmn2(4of4),NonDE,NonDE,NonDE,NonDE,.
fmnl2(1of4),NonDE,NonDE,NonDE,NonDE,.
fmnl2(2of4),NonDE,NonDE,DN,NonDE,.
fmnl2(3of4),NonDE,NonDE,DN,UP,.
fmnl3,DN,DN,DN,DN,.
fmo4(2of2),NonDE,NonDE,NonDE,NonDE,.
fmo5(1of8),NonDE,NonDE,NonDE,NonDE,.
fmo5(5of8),UP,UP,UP,NonDE,.
fmod(1of2),NonDE,NonDE,DN,NonDE,.
fmod(2of2),NonDE,UP,UP,NonDE,.
fn1(2of3),NonDE,NonDE,NonDE,DN,.
fn1(3of3),DN,DN,DN,NonDE,.
fn3krp,NonDE,NonDE,NonDE,NonDE,.
fnbp1(1of3),NonDE,NonDE,NonDE,NonDE,.
fnbp1(2of3),NonDE,NonDE,NonDE,NonDE,.
fnbp1(3of3),NonDE,NonDE,NonDE,NonDE,.
fnbp1l(1of2),NonDE,NonDE,NonDE,NonDE,.
fnbp1l(2of2),NonDE,NonDE,NonDE,NonDE,.
fnbp4,NonDE,NonDE,NonDE,NonDE,.
fndc1,NonDE,DN,NonDE,NonDE,.
fndc3a,NonDE,NonDE,NonDE,NonDE,.
fndc3b,NonDE,NonDE,NonDE,NonDE,.
fndc4(1of2),UP,UP,NonDE,UP,.
fndc4(2of2),NonDE,NonDE,NonDE,DN,.
fndc7(5of8),NonDE,NonDE,NonDE,NonDE,.
fnip1,UP,UP,NonDE,NonDE,.
fnta,NonDE,NonDE,NonDE,NonDE,.
fntb,NonDE,UP,NonDE,NonDE,.
focad,NonDE,NonDE,NonDE,NonDE,.
fopnl,UP,UP,UP,NonDE,.
fos(2of4),NonDE,NonDE,DN,NonDE,.
fosl2(1of2),NonDE,NonDE,NonDE,NonDE,.
foxa2(1of2),NonDE,NonDE,NonDE,DN,.
foxa2(2of2),NonDE,DN,DN,NonDE,.
foxb1(2of3),NonDE,NonDE,DN,NonDE,.
foxc1(1of2),DN,DN,DN,NonDE,.
foxc1(2of2),NonDE,NonDE,DN,NonDE,.
foxd1(1of3),NonDE,DN,DN,NonDE,.
foxd1(2of3),NonDE,NonDE,DN,NonDE,.
foxd1(3of3),NonDE,NonDE,DN,NonDE,.
foxd3,NonDE,DN,DN,NonDE,.
foxd4,NonDE,NonDE,DN,DN,.
foxe1(1of2),NonDE,NonDE,DN,NonDE,.
foxe1(2of2),NonDE,NonDE,DN,NonDE,.
foxf1,NonDE,NonDE,DN,NonDE,.
foxf2(2of2),NonDE,NonDE,NonDE,NonDE,.
foxg1(1of3),NonDE,NonDE,DN,NonDE,.
foxh1(2of2),DN,DN,NonDE,NonDE,.
foxi1(1of3),NonDE,NonDE,NonDE,NonDE,.
foxi1(2of3),NonDE,NonDE,DN,NonDE,.
foxj1(1of2),NonDE,NonDE,NonDE,NonDE,.
foxj1(2of2),UP,UP,NonDE,NonDE,.
foxj2,NonDE,NonDE,NonDE,NonDE,.
foxj3(1of2),NonDE,NonDE,NonDE,NonDE,.
foxj3(2of2),NonDE,NonDE,NonDE,NonDE,.
foxk1,NonDE,NonDE,NonDE,NonDE,.
foxk2,NonDE,NonDE,NonDE,NonDE,.
foxl1(2of2),NonDE,DN,DN,NonDE,.
foxm1,DN,DN,DN,NonDE,.
foxn2,NonDE,NonDE,NonDE,NonDE,.
foxn3(1of2),UP,UP,UP,UP,.
foxn3(2of2),NonDE,NonDE,NonDE,NonDE,.
foxo1(1of2),UP,UP,NonDE,NonDE,.
foxo1(2of2),NonDE,NonDE,NonDE,NonDE,.
foxo3(2of4),NonDE,NonDE,NonDE,NonDE,.
foxo3(3of4),NonDE,NonDE,NonDE,NonDE,.
foxo3(4of4),NonDE,NonDE,NonDE,NonDE,.
foxo4,UP,UP,UP,NonDE,.
foxp1(1of3),NonDE,NonDE,NonDE,NonDE,.
foxp1(2of3),NonDE,UP,UP,NonDE,.
foxp1(3of3),UP,UP,UP,NonDE,.
foxp2(2of2),NonDE,NonDE,NonDE,NonDE,.
foxp4,NonDE,DN,DN,NonDE,.
foxq1(1of2),UP,NonDE,NonDE,NonDE,.
foxred1,DN,DN,DN,NonDE,.
foxred2,NonDE,NonDE,NonDE,NonDE,.
fpgs,NonDE,NonDE,NonDE,NonDE,.
fpgt,NonDE,NonDE,NonDE,NonDE,.
fra10ac1,NonDE,NonDE,NonDE,NonDE,.
fras1,NonDE,DN,DN,NonDE,.
frat2,NonDE,NonDE,NonDE,NonDE,.
frem1,NonDE,NonDE,DN,NonDE,.
frem2(1of3),NonDE,DN,DN,NonDE,.
frem2(2of3),NonDE,NonDE,DN,NonDE,.
frem2(3of3),DN,DN,DN,NonDE,.
frg1,NonDE,NonDE,NonDE,NonDE,.
frk,NonDE,NonDE,NonDE,NonDE,.
frmd3,NonDE,NonDE,NonDE,NonDE,.
frmd4a,NonDE,NonDE,NonDE,NonDE,.
frmd4b(1of3),NonDE,NonDE,NonDE,NonDE,.
frmd4b(2of3),NonDE,NonDE,DN,NonDE,.
frmd4b(3of3),NonDE,UP,NonDE,NonDE,.
frmd5(2of3),NonDE,NonDE,NonDE,NonDE,.
frmd6(1of2),NonDE,NonDE,NonDE,NonDE,.
frmd6(2of2),NonDE,NonDE,NonDE,NonDE,.
frmd8,NonDE,NonDE,NonDE,NonDE,.
frmpd1(1of2),NonDE,NonDE,NonDE,NonDE,.
frrs1(4of5),NonDE,NonDE,NonDE,UP,.
frs2(1of2),NonDE,NonDE,NonDE,NonDE,.
frs2(2of2),NonDE,NonDE,NonDE,NonDE,.
fry(1of2),NonDE,NonDE,NonDE,NonDE,.
fry(2of2),UP,UP,UP,NonDE,.
fryl,NonDE,NonDE,NonDE,NonDE,.
frzb(1of2),NonDE,NonDE,NonDE,NonDE,.
frzb(2of2),NonDE,NonDE,NonDE,NonDE,.
